"qseqid","sseqid","pident","qcovs","qseqlen","sseqlen","alignlen","PrimerGroup","Isolate","All_equal"
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2015K0074",100,100,200,200,200,"OG0001499primerGroup5","2015K0074",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2014K0979",100,100,200,200,200,"OG0001499primerGroup5","2014K0979",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2014K0527",100,100,200,200,200,"OG0001499primerGroup5","2014K0527",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2014K0421",100,100,200,200,200,"OG0001499primerGroup5","2014K0421",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2013K1828",100,100,200,200,200,"OG0001499primerGroup5","2013K1828",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2013K1246",100,100,200,200,200,"OG0001499primerGroup5","2013K1246",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2013K1153",100,100,200,200,200,"OG0001499primerGroup5","2013K1153",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2013K1067",100,100,200,200,200,"OG0001499primerGroup5","2013K1067",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2013K0676",100,100,200,200,200,"OG0001499primerGroup5","2013K0676",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2011K0052",100,100,200,200,200,"OG0001499primerGroup5","2011K0052",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2010K2370",100,100,200,200,200,"OG0001499primerGroup5","2010K2370",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2010K1649",100,100,200,200,200,"OG0001499primerGroup5","2010K1649",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-2010K0968",100,100,200,200,200,"OG0001499primerGroup5","2010K0968",TRUE
"OG0001499primerGroup5-PNUSAS000559","OG0001499primerGroup5-080810",100,100,200,200,200,"OG0001499primerGroup5","080810",TRUE
"OG0002359primerGroup1-PNUSAS000559","OG0002359primerGroup1-2016K0167",100,100,172,172,172,"OG0002359primerGroup1","2016K0167",TRUE
"OG0002359primerGroup1-PNUSAS000559","OG0002359primerGroup1-2013K1153",100,100,172,172,172,"OG0002359primerGroup1","2013K1153",TRUE
"OG0002359primerGroup1-PNUSAS000559","OG0002359primerGroup1-2010K1649",100,100,172,172,172,"OG0002359primerGroup1","2010K1649",TRUE
"OG0001580primerGroup8-PNUSAS000559","OG0001580primerGroup8-2010K1649",100,100,191,191,191,"OG0001580primerGroup8","2010K1649",TRUE
"OG0002463primerGroup9-PNUSAS000559","OG0002463primerGroup9-2016K0167",100,100,146,146,146,"OG0002463primerGroup9","2016K0167",TRUE
"OG0002463primerGroup9-PNUSAS000559","OG0002463primerGroup9-2013K1153",100,100,146,146,146,"OG0002463primerGroup9","2013K1153",TRUE
"OG0002463primerGroup9-PNUSAS000559","OG0002463primerGroup9-2010K1649",100,100,146,146,146,"OG0002463primerGroup9","2010K1649",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-AR0409",100,100,170,170,170,"OG0001049primerGroup7","AR0409",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2016K0167",100,100,170,170,170,"OG0001049primerGroup7","2016K0167",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2014K0527",100,100,170,170,170,"OG0001049primerGroup7","2014K0527",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2013K1828",100,100,170,170,170,"OG0001049primerGroup7","2013K1828",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2013K1246",100,100,170,170,170,"OG0001049primerGroup7","2013K1246",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2013K1153",100,100,170,170,170,"OG0001049primerGroup7","2013K1153",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2013K1067",100,100,170,170,170,"OG0001049primerGroup7","2013K1067",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2013K0676",100,100,170,170,170,"OG0001049primerGroup7","2013K0676",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2011K0222",100,100,170,170,170,"OG0001049primerGroup7","2011K0222",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2011K0052",100,100,170,170,170,"OG0001049primerGroup7","2011K0052",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-2010K0968",100,100,170,170,170,"OG0001049primerGroup7","2010K0968",TRUE
"OG0001049primerGroup7-PNUSAS000559","OG0001049primerGroup7-080810",100,100,170,170,170,"OG0001049primerGroup7","080810",TRUE
"OG0003663primerGroup1-PNUSAS000559","OG0003663primerGroup1-2013K1153",100,100,207,207,207,"OG0003663primerGroup1","2013K1153",TRUE
"OG0003663primerGroup1-PNUSAS000559","OG0003663primerGroup1-2010K1649",100,100,207,207,207,"OG0003663primerGroup1","2010K1649",TRUE
"OG0003015primerGroup0-PNUSAS000559","OG0003015primerGroup0-2016K0167",100,100,161,161,161,"OG0003015primerGroup0","2016K0167",TRUE
"OG0003015primerGroup0-PNUSAS000559","OG0003015primerGroup0-2013K1153",100,100,161,161,161,"OG0003015primerGroup0","2013K1153",TRUE
"OG0003015primerGroup0-PNUSAS000559","OG0003015primerGroup0-2010K1649",100,100,161,161,161,"OG0003015primerGroup0","2010K1649",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-AR0409",100,100,179,179,179,"OG0003657primerGroup0","AR0409",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2016K0878",100,100,179,179,179,"OG0003657primerGroup0","2016K0878",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2015K0074",100,100,179,179,179,"OG0003657primerGroup0","2015K0074",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2014K0979",100,100,179,179,179,"OG0003657primerGroup0","2014K0979",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2014K0421",100,100,179,179,179,"OG0003657primerGroup0","2014K0421",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2013K1246",100,100,179,179,179,"OG0003657primerGroup0","2013K1246",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2013K1067",100,100,179,179,179,"OG0003657primerGroup0","2013K1067",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2013K0676",100,100,179,179,179,"OG0003657primerGroup0","2013K0676",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2013K0463",100,100,179,179,179,"OG0003657primerGroup0","2013K0463",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2011K0052",100,100,179,179,179,"OG0003657primerGroup0","2011K0052",TRUE
"OG0003657primerGroup0-PNUSAS000559","OG0003657primerGroup0-2010K2370",100,100,179,179,179,"OG0003657primerGroup0","2010K2370",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-AR0409",100,100,159,159,159,"OG0001619primerGroup3","AR0409",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2016K0878",100,100,159,159,159,"OG0001619primerGroup3","2016K0878",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2016K0167",100,100,159,159,159,"OG0001619primerGroup3","2016K0167",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2015K0074",100,100,159,159,159,"OG0001619primerGroup3","2015K0074",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2014K0979",100,100,159,159,159,"OG0001619primerGroup3","2014K0979",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2014K0527",100,100,159,159,159,"OG0001619primerGroup3","2014K0527",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2014K0421",100,100,159,159,159,"OG0001619primerGroup3","2014K0421",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2013K1828",100,100,159,159,159,"OG0001619primerGroup3","2013K1828",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2013K1246",100,100,159,159,159,"OG0001619primerGroup3","2013K1246",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2013K1067",100,100,159,159,159,"OG0001619primerGroup3","2013K1067",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2013K0676",100,100,159,159,159,"OG0001619primerGroup3","2013K0676",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2011K0222",100,100,159,159,159,"OG0001619primerGroup3","2011K0222",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2011K0052",100,100,159,159,159,"OG0001619primerGroup3","2011K0052",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2010K2370",100,100,159,159,159,"OG0001619primerGroup3","2010K2370",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2010K1649",100,100,159,159,159,"OG0001619primerGroup3","2010K1649",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-2010K0968",100,100,159,159,159,"OG0001619primerGroup3","2010K0968",TRUE
"OG0001619primerGroup3-PNUSAS000559","OG0001619primerGroup3-080810",100,100,159,159,159,"OG0001619primerGroup3","080810",TRUE
"OG0002355primerGroup6-PNUSAS000559","OG0002355primerGroup6-2013K1153",100,100,153,153,153,"OG0002355primerGroup6","2013K1153",TRUE
"OG0002355primerGroup6-PNUSAS000559","OG0002355primerGroup6-2010K1649",100,100,153,153,153,"OG0002355primerGroup6","2010K1649",TRUE
"OG0001622primerGroup9-PNUSAS000559","OG0001622primerGroup9-2016K0167",100,100,196,196,196,"OG0001622primerGroup9","2016K0167",TRUE
"OG0001622primerGroup9-PNUSAS000559","OG0001622primerGroup9-2010K1649",100,100,196,196,196,"OG0001622primerGroup9","2010K1649",TRUE
"OG0003090primerGroup0-PNUSAS000559","OG0003090primerGroup0-2016K0878",100,100,155,155,155,"OG0003090primerGroup0","2016K0878",TRUE
"OG0003090primerGroup0-PNUSAS000559","OG0003090primerGroup0-2013K1153",100,100,155,155,155,"OG0003090primerGroup0","2013K1153",TRUE
"OG0001144primerGroup1-PNUSAS000559","OG0001144primerGroup1-2016K0167",100,100,175,175,175,"OG0001144primerGroup1","2016K0167",TRUE
"OG0001144primerGroup1-PNUSAS000559","OG0001144primerGroup1-2013K1153",100,100,175,175,175,"OG0001144primerGroup1","2013K1153",TRUE
"OG0003133primerGroup3-PNUSAS000559","OG0003133primerGroup3-2015K0074",100,100,183,183,183,"OG0003133primerGroup3","2015K0074",TRUE
"OG0003133primerGroup3-PNUSAS000559","OG0003133primerGroup3-2013K1246",100,100,183,183,183,"OG0003133primerGroup3","2013K1246",TRUE
"OG0003133primerGroup3-PNUSAS000559","OG0003133primerGroup3-2011K0222",100,100,183,183,183,"OG0003133primerGroup3","2011K0222",TRUE
"OG0002112primerGroup7-PNUSAS000559","OG0002112primerGroup7-2013K1153",100,100,190,190,190,"OG0002112primerGroup7","2013K1153",TRUE
"OG0002112primerGroup7-PNUSAS000559","OG0002112primerGroup7-2010K1649",100,100,190,190,190,"OG0002112primerGroup7","2010K1649",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2016K0878",100,100,148,148,148,"OG0002440primerGroup4","2016K0878",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2014K0527",100,100,148,148,148,"OG0002440primerGroup4","2014K0527",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2013K1246",100,100,148,148,148,"OG0002440primerGroup4","2013K1246",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2011K0222",100,100,148,148,148,"OG0002440primerGroup4","2011K0222",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2010K1649",100,100,148,148,148,"OG0002440primerGroup4","2010K1649",TRUE
"OG0002440primerGroup4-PNUSAS000559","OG0002440primerGroup4-2010K0968",100,100,148,148,148,"OG0002440primerGroup4","2010K0968",TRUE
"OG0001473primerGroup8-PNUSAS000559","OG0001473primerGroup8-2016K0167",100,100,197,197,197,"OG0001473primerGroup8","2016K0167",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2016K0167",100,100,142,142,142,"OG0003076primerGroup2","2016K0167",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2014K0979",100,100,142,142,142,"OG0003076primerGroup2","2014K0979",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2014K0421",100,100,142,142,142,"OG0003076primerGroup2","2014K0421",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2013K1153",100,100,142,142,142,"OG0003076primerGroup2","2013K1153",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2010K2370",100,100,142,142,142,"OG0003076primerGroup2","2010K2370",TRUE
"OG0003076primerGroup2-PNUSAS000559","OG0003076primerGroup2-2010K1649",100,100,142,142,142,"OG0003076primerGroup2","2010K1649",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-AR0409",100,100,207,207,207,"OG0002065primerGroup7","AR0409",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2014K0979",100,100,207,207,207,"OG0002065primerGroup7","2014K0979",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2014K0421",100,100,207,207,207,"OG0002065primerGroup7","2014K0421",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2013K1067",100,100,207,207,207,"OG0002065primerGroup7","2013K1067",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2013K0676",100,100,207,207,207,"OG0002065primerGroup7","2013K0676",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2013K0463",100,100,207,207,207,"OG0002065primerGroup7","2013K0463",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2011K0052",100,100,207,207,207,"OG0002065primerGroup7","2011K0052",TRUE
"OG0002065primerGroup7-PNUSAS000559","OG0002065primerGroup7-2010K2370",100,100,207,207,207,"OG0002065primerGroup7","2010K2370",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-AR0409",100,100,157,157,157,"OG0003143primerGroup6","AR0409",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2016K0878",100,100,157,157,157,"OG0003143primerGroup6","2016K0878",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2016K0167",100,100,157,157,157,"OG0003143primerGroup6","2016K0167",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2015K0074",100,100,157,157,157,"OG0003143primerGroup6","2015K0074",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2014K0527",100,100,157,157,157,"OG0003143primerGroup6","2014K0527",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2013K1828",100,100,157,157,157,"OG0003143primerGroup6","2013K1828",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2013K1246",100,100,157,157,157,"OG0003143primerGroup6","2013K1246",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2013K1067",100,100,157,157,157,"OG0003143primerGroup6","2013K1067",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2013K0676",100,100,157,157,157,"OG0003143primerGroup6","2013K0676",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2013K0463",100,100,157,157,157,"OG0003143primerGroup6","2013K0463",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2011K0222",100,100,157,157,157,"OG0003143primerGroup6","2011K0222",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2011K0052",100,100,157,157,157,"OG0003143primerGroup6","2011K0052",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2010K1649",100,100,157,157,157,"OG0003143primerGroup6","2010K1649",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-2010K0968",100,100,157,157,157,"OG0003143primerGroup6","2010K0968",TRUE
"OG0003143primerGroup6-PNUSAS000559","OG0003143primerGroup6-080810",100,100,157,157,157,"OG0003143primerGroup6","080810",TRUE
"OG0000560primerGroup3-PNUSAS000559","OG0000560primerGroup3-2016K0878",100,100,202,202,202,"OG0000560primerGroup3","2016K0878",TRUE
"OG0000560primerGroup3-PNUSAS000559","OG0000560primerGroup3-2013K1246",100,100,202,202,202,"OG0000560primerGroup3","2013K1246",TRUE
"OG0000560primerGroup3-PNUSAS000559","OG0000560primerGroup3-2013K1067",100,100,202,202,202,"OG0000560primerGroup3","2013K1067",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-AR0409",100,100,143,143,143,"OG0003604primerGroup1","AR0409",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-2013K1828",100,100,143,143,143,"OG0003604primerGroup1","2013K1828",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-2013K1153",100,100,143,143,143,"OG0003604primerGroup1","2013K1153",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-2013K0676",100,100,143,143,143,"OG0003604primerGroup1","2013K0676",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-2011K0052",100,100,143,143,143,"OG0003604primerGroup1","2011K0052",TRUE
"OG0003604primerGroup1-PNUSAS000559","OG0003604primerGroup1-080810",100,100,143,143,143,"OG0003604primerGroup1","080810",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2014K0979",100,100,168,168,168,"OG0002672primerGroup7","2014K0979",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2014K0527",100,100,168,168,168,"OG0002672primerGroup7","2014K0527",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2014K0421",100,100,168,168,168,"OG0002672primerGroup7","2014K0421",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2013K0463",100,100,168,168,168,"OG0002672primerGroup7","2013K0463",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2010K2370",100,100,168,168,168,"OG0002672primerGroup7","2010K2370",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2010K1649",100,100,168,168,168,"OG0002672primerGroup7","2010K1649",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-2010K0968",100,100,168,168,168,"OG0002672primerGroup7","2010K0968",TRUE
"OG0002672primerGroup7-PNUSAS000559","OG0002672primerGroup7-080810",100,100,168,168,168,"OG0002672primerGroup7","080810",TRUE
"OG0000436primerGroup0-PNUSAS000559","OG0000436primerGroup0-2016K0167",100,100,142,142,142,"OG0000436primerGroup0","2016K0167",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2016K0878",100,100,144,144,144,"OG0002469primerGroup2","2016K0878",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2016K0167",100,100,144,144,144,"OG0002469primerGroup2","2016K0167",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2015K0074",100,100,144,144,144,"OG0002469primerGroup2","2015K0074",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2014K0979",100,100,144,144,144,"OG0002469primerGroup2","2014K0979",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2014K0527",100,100,144,144,144,"OG0002469primerGroup2","2014K0527",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2014K0421",100,100,144,144,144,"OG0002469primerGroup2","2014K0421",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2013K1828",100,100,144,144,144,"OG0002469primerGroup2","2013K1828",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2013K1246",100,100,144,144,144,"OG0002469primerGroup2","2013K1246",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2013K1153",100,100,144,144,144,"OG0002469primerGroup2","2013K1153",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2013K1067",100,100,144,144,144,"OG0002469primerGroup2","2013K1067",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2013K0463",100,100,144,144,144,"OG0002469primerGroup2","2013K0463",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2011K0222",100,100,144,144,144,"OG0002469primerGroup2","2011K0222",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2010K2370",100,100,144,144,144,"OG0002469primerGroup2","2010K2370",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2010K1649",100,100,144,144,144,"OG0002469primerGroup2","2010K1649",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-2010K0968",100,100,144,144,144,"OG0002469primerGroup2","2010K0968",TRUE
"OG0002469primerGroup2-PNUSAS000559","OG0002469primerGroup2-080810",100,100,144,144,144,"OG0002469primerGroup2","080810",TRUE
"OG0003286primerGroup2-PNUSAS000559","OG0003286primerGroup2-2010K1649",100,100,196,196,196,"OG0003286primerGroup2","2010K1649",TRUE
"OG0003242primerGroup8-PNUSAS000559","OG0003242primerGroup8-2016K0167",100,100,166,166,166,"OG0003242primerGroup8","2016K0167",TRUE
"OG0001998primerGroup1-PNUSAS000559","OG0001998primerGroup1-2016K0167",100,100,154,154,154,"OG0001998primerGroup1","2016K0167",TRUE
"OG0001998primerGroup1-PNUSAS000559","OG0001998primerGroup1-2013K1153",100,100,154,154,154,"OG0001998primerGroup1","2013K1153",TRUE
"OG0001998primerGroup1-PNUSAS000559","OG0001998primerGroup1-2010K1649",100,100,154,154,154,"OG0001998primerGroup1","2010K1649",TRUE
"OG0003070primerGroup9-PNUSAS000559","OG0003070primerGroup9-2013K1153",100,100,201,201,201,"OG0003070primerGroup9","2013K1153",TRUE
"OG0002518primerGroup6-PNUSAS000559","OG0002518primerGroup6-2013K1246",100,100,175,175,175,"OG0002518primerGroup6","2013K1246",TRUE
"OG0002518primerGroup6-PNUSAS000559","OG0002518primerGroup6-2013K1153",100,100,175,175,175,"OG0002518primerGroup6","2013K1153",TRUE
"OG0002518primerGroup6-PNUSAS000559","OG0002518primerGroup6-2013K1067",100,100,175,175,175,"OG0002518primerGroup6","2013K1067",TRUE
"OG0000511primerGroup6-PNUSAS000559","OG0000511primerGroup6-2010K1649",100,100,182,182,182,"OG0000511primerGroup6","2010K1649",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-AR0409",100,100,183,183,183,"OG0001130primerGroup9","AR0409",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2016K0167",100,100,183,183,183,"OG0001130primerGroup9","2016K0167",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2015K0074",100,100,183,183,183,"OG0001130primerGroup9","2015K0074",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2014K0527",100,100,183,183,183,"OG0001130primerGroup9","2014K0527",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2013K1153",100,100,183,183,183,"OG0001130primerGroup9","2013K1153",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2013K1067",100,100,183,183,183,"OG0001130primerGroup9","2013K1067",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2013K0676",100,100,183,183,183,"OG0001130primerGroup9","2013K0676",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2013K0463",100,100,183,183,183,"OG0001130primerGroup9","2013K0463",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2011K0222",100,100,183,183,183,"OG0001130primerGroup9","2011K0222",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2011K0052",100,100,183,183,183,"OG0001130primerGroup9","2011K0052",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2010K1649",100,100,183,183,183,"OG0001130primerGroup9","2010K1649",TRUE
"OG0001130primerGroup9-PNUSAS000559","OG0001130primerGroup9-2010K0968",100,100,183,183,183,"OG0001130primerGroup9","2010K0968",TRUE
"OG0001672primerGroup6-PNUSAS000559","OG0001672primerGroup6-2013K1828",100,100,161,161,161,"OG0001672primerGroup6","2013K1828",TRUE
"OG0001672primerGroup6-PNUSAS000559","OG0001672primerGroup6-080810",100,100,161,161,161,"OG0001672primerGroup6","080810",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-AR0409",100,100,140,140,140,"OG0002923primerGroup3","AR0409",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2016K0878",100,100,140,140,140,"OG0002923primerGroup3","2016K0878",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2015K0074",100,100,140,140,140,"OG0002923primerGroup3","2015K0074",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2014K0979",100,100,140,140,140,"OG0002923primerGroup3","2014K0979",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2014K0527",100,100,140,140,140,"OG0002923primerGroup3","2014K0527",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2014K0421",100,100,140,140,140,"OG0002923primerGroup3","2014K0421",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2013K1828",100,100,140,140,140,"OG0002923primerGroup3","2013K1828",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2013K1246",100,100,140,140,140,"OG0002923primerGroup3","2013K1246",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2013K1067",100,100,140,140,140,"OG0002923primerGroup3","2013K1067",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2013K0676",100,100,140,140,140,"OG0002923primerGroup3","2013K0676",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2013K0463",100,100,140,140,140,"OG0002923primerGroup3","2013K0463",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2011K0222",100,100,140,140,140,"OG0002923primerGroup3","2011K0222",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2011K0052",100,100,140,140,140,"OG0002923primerGroup3","2011K0052",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2010K2370",100,100,140,140,140,"OG0002923primerGroup3","2010K2370",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-2010K0968",100,100,140,140,140,"OG0002923primerGroup3","2010K0968",TRUE
"OG0002923primerGroup3-PNUSAS000559","OG0002923primerGroup3-080810",100,100,140,140,140,"OG0002923primerGroup3","080810",TRUE
